城市编码,省区地区编码,省区,城市地区编码,城市,区县地区编码,区县
WTX_CH101090304,130000,河北省,130700,张家口市,130723,康保
WTX_CH101090305,130000,河北省,130700,张家口市,130724,沽源
WTX_CH101090306,130000,河北省,130700,张家口市,130725,尚义
WTX_CH101090307,130000,河北省,130700,张家口市,130726,蔚县
WTX_CH101090308,130000,河北省,130700,张家口市,130727,阳原
WTX_CH101090309,130000,河北省,130700,张家口市,130728,怀安
WTX_CH101090311,130000,河北省,130700,张家口市,130730,怀来
WTX_CH101090312,130000,河北省,130700,张家口市,130731,涿鹿
WTX_CH101090313,130000,河北省,130700,张家口市,130732,赤城
WTX_CH101090402,130000,河北省,130800,承德市,130800,承德
WTX_CH101090401,130000,河北省,130800,承德市,130802,双桥
WTX_CH101090411,130000,河北省,130800,承德市,130803,双滦
WTX_CH101090412,130000,河北省,130800,承德市,130804,鹰手营子
WTX_CH101090403,130000,河北省,130800,承德市,130821,承德县
WTX_CH101090404,130000,河北省,130800,承德市,130822,兴隆
WTX_CH101090406,130000,河北省,130800,承德市,130824,滦平
WTX_CH101090407,130000,河北省,130800,承德市,130825,隆化
WTX_CH101090408,130000,河北省,130800,承德市,130826,丰宁
WTX_CH101090409,130000,河北省,130800,承德市,130827,宽城
WTX_CH101090410,130000,河北省,130800,承德市,130828,围场
WTX_CH101090405,130000,河北省,130800,承德市,130881,平泉
WTX_CH101090701,130000,河北省,130900,沧州市,130900,沧州
WTX_CH101090715,130000,河北省,130900,沧州市,130902,新华区
WTX_CH101090717,130000,河北省,130900,沧州市,130903,运河
WTX_CH101090716,130000,河北省,130900,沧州市,130921,沧县
WTX_CH101090702,130000,河北省,130900,沧州市,130922,青县
WTX_CH101090703,130000,河北省,130900,沧州市,130923,东光
WTX_CH101090704,130000,河北省,130900,沧州市,130924,海兴
WTX_CH101090705,130000,河北省,130900,沧州市,130925,盐山
WTX_CH101090706,130000,河北省,130900,沧州市,130926,肃宁
WTX_CH101090707,130000,河北省,130900,沧州市,130927,南皮
WTX_CH101090708,130000,河北省,130900,沧州市,130928,吴桥
WTX_CH101090709,130000,河北省,130900,沧州市,130929,献县
WTX_CH101090710,130000,河北省,130900,沧州市,130930,孟村
WTX_CH101090711,130000,河北省,130900,沧州市,130981,泊头
WTX_CH101090712,130000,河北省,130900,沧州市,130982,任丘
WTX_CH101090713,130000,河北省,130900,沧州市,130983,黄骅
WTX_CH101090714,130000,河北省,130900,沧州市,130984,河间
WTX_CH101090601,130000,河北省,131000,廊坊市,131000,廊坊
WTX_CH101090610,130000,河北省,131000,廊坊市,131002,安次
WTX_CH101090611,130000,河北省,131000,廊坊市,131003,广阳
WTX_CH101090602,130000,河北省,131000,廊坊市,131022,固安
WTX_CH101090603,130000,河北省,131000,廊坊市,131023,永清
WTX_CH101090604,130000,河北省,131000,廊坊市,131024,香河
WTX_CH101090605,130000,河北省,131000,廊坊市,131025,大城
WTX_CH101090606,130000,河北省,131000,廊坊市,131026,文安
WTX_CH101090607,130000,河北省,131000,廊坊市,131028,大厂
WTX_CH101090608,130000,河北省,131000,廊坊市,131081,霸州
WTX_CH101090609,130000,河北省,131000,廊坊市,131082,三河
WTX_CH101090801,130000,河北省,131100,衡水市,131100,衡水
WTX_CH101090812,130000,河北省,131100,衡水市,131102,桃城
WTX_CH101090810,130000,河北省,131100,衡水市,131103,冀州
WTX_CH101090802,130000,河北省,131100,衡水市,131121,枣强
WTX_CH101090803,130000,河北省,131100,衡水市,131122,武邑
WTX_CH101090804,130000,河北省,131100,衡水市,131123,武强
WTX_CH101090805,130000,河北省,131100,衡水市,131124,饶阳
WTX_CH101090806,130000,河北省,131100,衡水市,131125,安平
WTX_CH101090807,130000,河北省,131100,衡水市,131126,故城
WTX_CH101090808,130000,河北省,131100,衡水市,131127,景县
WTX_CH101090809,130000,河北省,131100,衡水市,131128,阜城
WTX_CH101090811,130000,河北省,131100,衡水市,131182,深州
WTX_CH101100101,140000,山西省,140100,太原市,140100,太原
WTX_CH101100107,140000,山西省,140100,太原市,140105,小店
WTX_CH101100108,140000,山西省,140100,太原市,140106,迎泽
WTX_CH101100109,140000,山西省,140100,太原市,140107,杏花岭
WTX_CH101100106,140000,山西省,140100,太原市,140108,尖草坪
WTX_CH101100110,140000,山西省,140100,太原市,140109,万柏林
WTX_CH101100111,140000,山西省,140100,太原市,140110,晋源
WTX_CH101100102,140000,山西省,140100,太原市,140121,清徐
WTX_CH101100103,140000,山西省,140100,太原市,140122,阳曲
WTX_CH101100104,140000,山西省,140100,太原市,140123,娄烦
WTX_CH101100105,140000,山西省,140100,太原市,140181,古交
WTX_CH101100201,140000,山西省,140200,大同市,140200,大同
WTX_CH101100211,140000,山西省,140200,大同市,140212,新荣
WTX_CH101100230,140000,山西省,140200,大同市,140213,平城
WTX_CH101100231,140000,山西省,140200,大同市,140214,云冈
WTX_CH101100232,140000,山西省,140200,大同市,140215,云州
WTX_CH101100202,140000,山西省,140200,大同市,140221,阳高
WTX_CH101100204,140000,山西省,140200,大同市,140222,天镇
WTX_CH101100205,140000,山西省,140200,大同市,140223,广灵
WTX_CH101100206,140000,山西省,140200,大同市,140224,灵丘
WTX_CH101100207,140000,山西省,140200,大同市,140225,浑源
WTX_CH101100208,140000,山西省,140200,大同市,140226,左云
WTX_CH101100301,140000,山西省,140300,阳泉市,140300,阳泉
WTX_CH101100330,140000,山西省,140300,阳泉市,140302,城区
WTX_CH101100304,140000,山西省,140300,阳泉市,140303,矿区
WTX_CH101100305,140000,山西省,140300,阳泉市,140311,郊区
WTX_CH101100303,140000,山西省,140300,阳泉市,140321,平定
WTX_CH101100302,140000,山西省,140300,阳泉市,140322,盂县
WTX_CH101100501,140000,山西省,140400,长治市,140400,长治
WTX_CH101100530,140000,山西省,140400,长治市,140403,潞州
WTX_CH101100531,140000,山西省,140400,长治市,140404,上党
WTX_CH101100503,140000,山西省,140400,长治市,140405,屯留
WTX_CH101100504,140000,山西省,140400,长治市,140406,潞城
WTX_CH101100505,140000,山西省,140400,长治市,140423,襄垣
WTX_CH101100506,140000,山西省,140400,长治市,140425,平顺
WTX_CH101100502,140000,山西省,140400,长治市,140426,黎城
WTX_CH101100511,140000,山西省,140400,长治市,140427,壶关
WTX_CH101100509,140000,山西省,140400,长治市,140428,长子
WTX_CH101100507,140000,山西省,140400,长治市,140429,武乡
WTX_CH101100508,140000,山西省,140400,长治市,140430,沁县
WTX_CH101100510,140000,山西省,140400,长治市,140431,沁源
WTX_CH101100601,140000,山西省,140500,晋城市,140500,晋城
WTX_CH101100630,140000,山西省,140500,晋城市,140502,城区
WTX_CH101100602,140000,山西省,140500,晋城市,140521,沁水
WTX_CH101100603,140000,山西省,140500,晋城市,140522,阳城
WTX_CH101100604,140000,山西省,140500,晋城市,140524,陵川
WTX_CH101100606,140000,山西省,140500,晋城市,140525,泽州
WTX_CH101100605,140000,山西省,140500,晋城市,140581,高平
WTX_CH101100901,140000,山西省,140600,朔州市,140600,朔州
WTX_CH101100907,140000,山西省,140600,朔州市,140602,朔城
WTX_CH101100902,140000,山西省,140600,朔州市,140603,平鲁
WTX_CH101100903,140000,山西省,140600,朔州市,140621,山阴
WTX_CH101100905,140000,山西省,140600,朔州市,140622,应县
WTX_CH101100904,140000,山西省,140600,朔州市,140623,右玉
WTX_CH101100906,140000,山西省,140600,朔州市,140681,怀仁
WTX_CH101100401,140000,山西省,140700,晋中市,140700,晋中
WTX_CH101100402,140000,山西省,140700,晋中市,140702,榆次
WTX_CH101100403,140000,山西省,140700,晋中市,140721,榆社
WTX_CH101100404,140000,山西省,140700,晋中市,140722,左权
WTX_CH101100405,140000,山西省,140700,晋中市,140723,和顺
WTX_CH101100406,140000,山西省,140700,晋中市,140724,昔阳
WTX_CH101100407,140000,山西省,140700,晋中市,140725,寿阳
WTX_CH101100408,140000,山西省,140700,晋中市,140703,太谷
WTX_CH101100409,140000,山西省,140700,晋中市,140727,祁县
WTX_CH101100410,140000,山西省,140700,晋中市,140728,平遥
WTX_CH101100411,140000,山西省,140700,晋中市,140729,灵石
WTX_CH101100412,140000,山西省,140700,晋中市,140781,介休
WTX_CH101100801,140000,山西省,140800,运城市,140800,运城
WTX_CH101100814,140000,山西省,140800,运城市,140802,盐湖
WTX_CH101100802,140000,山西省,140800,运城市,140821,临猗
WTX_CH101100804,140000,山西省,140800,运城市,140822,万荣
WTX_CH101100808,140000,山西省,140800,运城市,140823,闻喜
WTX_CH101100803,140000,山西省,140800,运城市,140824,稷山
WTX_CH101100806,140000,山西省,140800,运城市,140825,新绛
WTX_CH101100807,140000,山西省,140800,运城市,140826,绛县
WTX_CH101100809,140000,山西省,140800,运城市,140827,垣曲
WTX_CH101100812,140000,山西省,140800,运城市,140828,夏县
WTX_CH101100813,140000,山西省,140800,运城市,140829,平陆
WTX_CH101100811,140000,山西省,140800,运城市,140830,芮城
WTX_CH101100810,140000,山西省,140800,运城市,140881,永济
WTX_CH101100805,140000,山西省,140800,运城市,140882,河津
WTX_CH101101001,140000,山西省,140900,忻州市,140900,忻州
WTX_CH101101016,140000,山西省,140900,忻州市,140902,忻府
WTX_CH101101002,140000,山西省,140900,忻州市,140921,定襄
WTX_CH101101003,140000,山西省,140900,忻州市,140922,五台
WTX_CH101101008,140000,山西省,140900,忻州市,140923,代县
WTX_CH101101009,140000,山西省,140900,忻州市,140924,繁峙
WTX_CH101101007,140000,山西省,140900,忻州市,140925,宁武
WTX_CH101101012,140000,山西省,140900,忻州市,140926,静乐
WTX_CH101101006,140000,山西省,140900,忻州市,140927,神池
WTX_CH101101014,140000,山西省,140900,忻州市,140928,五寨
WTX_CH101101013,140000,山西省,140900,忻州市,140929,岢岚
WTX_CH101101004,140000,山西省,140900,忻州市,140930,河曲
WTX_CH101101011,140000,山西省,140900,忻州市,140931,保德
WTX_CH101101005,140000,山西省,140900,忻州市,140932,偏关
WTX_CH101101015,140000,山西省,140900,忻州市,140981,原平
WTX_CH101100701,140000,山西省,141000,临汾市,141000,临汾
WTX_CH101100718,140000,山西省,141000,临汾市,141002,尧都
WTX_CH101100702,140000,山西省,141000,临汾市,141021,曲沃
WTX_CH101100713,140000,山西省,141000,临汾市,141022,翼城
WTX_CH101100707,140000,山西省,141000,临汾市,141023,襄汾
WTX_CH101100710,140000,山西省,141000,临汾市,141024,洪洞
WTX_CH101100717,140000,山西省,141000,临汾市,141025,古县
WTX_CH101100716,140000,山西省,141000,临汾市,141026,安泽
WTX_CH101100715,140000,山西省,141000,临汾市,141027,浮山
WTX_CH101100706,140000,山西省,141000,临汾市,141028,吉县
WTX_CH101100712,140000,山西省,141000,临汾市,141029,乡宁
WTX_CH101100705,140000,山西省,141000,临汾市,141030,大宁
WTX_CH101100704,140000,山西省,141000,临汾市,141031,隰县
WTX_CH101100703,140000,山西省,141000,临汾市,141032,永和
WTX_CH101100708,140000,山西省,141000,临汾市,141033,蒲县
WTX_CH101100709,140000,山西省,141000,临汾市,141034,汾西
WTX_CH101100714,140000,山西省,141000,临汾市,141081,侯马
WTX_CH101100711,140000,山西省,141000,临汾市,141082,霍州
WTX_CH101101100,140000,山西省,141100,吕梁市,141100,吕梁
WTX_CH101101101,140000,山西省,141100,吕梁市,141102,离石
WTX_CH101101112,140000,山西省,141100,吕梁市,141121,文水
WTX_CH101101113,140000,山西省,141100,吕梁市,141122,交城
WTX_CH101101103,140000,山西省,141100,吕梁市,141123,兴县
WTX_CH101101102,140000,山西省,141100,吕梁市,141124,临县
WTX_CH101101105,140000,山西省,141100,吕梁市,141125,柳林
WTX_CH101101106,140000,山西省,141100,吕梁市,141126,石楼
WTX_CH101101104,140000,山西省,141100,吕梁市,141127,岚县
WTX_CH101101107,140000,山西省,141100,吕梁市,141128,方山
WTX_CH101101109,140000,山西省,141100,吕梁市,141129,中阳
WTX_CH101101108,140000,山西省,141100,吕梁市,141130,交口
WTX_CH101101110,140000,山西省,141100,吕梁市,141181,孝义
WTX_CH101101111,140000,山西省,141100,吕梁市,141182,汾阳
WTX_CH101080108,150000,内蒙古自治区,150100,呼和浩特市,150102,新城区
WTX_CH101080109,150000,内蒙古自治区,150100,呼和浩特市,150103,回民区
WTX_CH101080110,150000,内蒙古自治区,150100,呼和浩特市,150104,玉泉区
WTX_CH101080106,150000,内蒙古自治区,150100,呼和浩特市,150105,赛罕区
WTX_CH101080102,150000,内蒙古自治区,150100,呼和浩特市,150121,土左旗
WTX_CH101080103,150000,内蒙古自治区,150100,呼和浩特市,150122,托克托
WTX_CH101080104,150000,内蒙古自治区,150100,呼和浩特市,150123,和林格尔
WTX_CH101080105,150000,内蒙古自治区,150100,呼和浩特市,150124,清水河
WTX_CH101080107,150000,内蒙古自治区,150100,呼和浩特市,150125,武川
WTX_CH101080201,150000,内蒙古自治区,150200,包头市,150200,包头
WTX_CH101080208,150000,内蒙古自治区,150200,包头市,150202,东河区
WTX_CH101080209,150000,内蒙古自治区,150200,包头市,150203,昆都仑区
WTX_CH101080210,150000,内蒙古自治区,150200,包头市,150204,青山区
WTX_CH101080211,150000,内蒙古自治区,150200,包头市,150205,石拐区
WTX_CH101080202,150000,内蒙古自治区,150200,包头市,150206,白云鄂博
WTX_CH101080212,150000,内蒙古自治区,150200,包头市,150207,九原区
WTX_CH101080204,150000,内蒙古自治区,150200,包头市,150221,土右旗
WTX_CH101080205,150000,内蒙古自治区,150200,包头市,150222,固阳
WTX_CH101080206,150000,内蒙古自治区,150200,包头市,150223,达茂旗
WTX_CH101080301,150000,内蒙古自治区,150300,乌海市,150300,乌海
WTX_CH101080302,150000,内蒙古自治区,150300,乌海市,150302,海勃湾区
WTX_CH101080303,150000,内蒙古自治区,150300,乌海市,150303,海南区
WTX_CH101080304,150000,内蒙古自治区,150300,乌海市,150304,乌达
WTX_CH101080601,150000,内蒙古自治区,150400,赤峰市,150400,赤峰
WTX_CH101080602,150000,内蒙古自治区,150400,赤峰市,150402,红山
WTX_CH101080616,150000,内蒙古自治区,150400,赤峰市,150403,元宝山
WTX_CH101080617,150000,内蒙古自治区,150400,赤峰市,150404,松山
WTX_CH101080603,150000,内蒙古自治区,150400,赤峰市,150421,阿鲁旗
WTX_CH101080605,150000,内蒙古自治区,150400,赤峰市,150422,巴林左旗
WTX_CH101080606,150000,内蒙古自治区,150400,赤峰市,150423,巴林右旗
WTX_CH101080607,150000,内蒙古自治区,150400,赤峰市,150424,林西
WTX_CH101080608,150000,内蒙古自治区,150400,赤峰市,150425,克什克腾旗
WTX_CH101080609,150000,内蒙古自治区,150400,赤峰市,150426,翁牛特旗
WTX_CH101080611,150000,内蒙古自治区,150400,赤峰市,150428,喀喇沁旗
WTX_CH101080613,150000,内蒙古自治区,150400,赤峰市,150429,宁城
WTX_CH101080614,150000,内蒙古自治区,150400,赤峰市,150430,敖汉旗
WTX_CH101080501,150000,内蒙古自治区,150500,通辽市,150500,通辽
WTX_CH101080510,150000,内蒙古自治区,150500,通辽市,150502,科尔沁区
WTX_CH101080503,150000,内蒙古自治区,150500,通辽市,150521,科左中旗
WTX_CH101080504,150000,内蒙古自治区,150500,通辽市,150522,科左后旗
WTX_CH101080506,150000,内蒙古自治区,150500,通辽市,150523,开鲁
WTX_CH101080507,150000,内蒙古自治区,150500,通辽市,150524,库伦旗
WTX_CH101080508,150000,内蒙古自治区,150500,通辽市,150525,奈曼旗
WTX_CH101080509,150000,内蒙古自治区,150500,通辽市,150526,扎鲁特旗
WTX_CH101080512,150000,内蒙古自治区,150500,通辽市,150581,霍林郭勒
WTX_CH101080701,150000,内蒙古自治区,150600,鄂尔多斯市,150600,鄂尔多斯
WTX_CH101080713,150000,内蒙古自治区,150600,鄂尔多斯市,150602,东胜
WTX_CH101080714,150000,内蒙古自治区,150600,鄂尔多斯市,150603,康巴什
WTX_CH101080703,150000,内蒙古自治区,150600,鄂尔多斯市,150621,达拉特旗
WTX_CH101080704,150000,内蒙古自治区,150600,鄂尔多斯市,150622,准格尔旗
WTX_CH101080705,150000,内蒙古自治区,150600,鄂尔多斯市,150623,鄂前旗
WTX_CH101080708,150000,内蒙古自治区,150600,鄂尔多斯市,150624,鄂托克旗
WTX_CH101080709,150000,内蒙古自治区,150600,鄂尔多斯市,150625,杭锦旗
WTX_CH101080710,150000,内蒙古自治区,150600,鄂尔多斯市,150626,乌审旗
WTX_CH101080711,150000,内蒙古自治区,150600,鄂尔多斯市,150627,伊金霍洛
WTX_CH101081013,150000,内蒙古自治区,150700,呼伦贝尔市,150700,呼伦贝尔
WTX_CH101081001,150000,内蒙古自治区,150700,呼伦贝尔市,150702,海拉尔
WTX_CH101081017,150000,内蒙古自治区,150700,呼伦贝尔市,150703,扎赉诺尔
WTX_CH101081003,150000,内蒙古自治区,150700,呼伦贝尔市,150721,阿荣旗
WTX_CH101081004,150000,内蒙古自治区,150700,呼伦贝尔市,150722,莫力达瓦
WTX_CH101081005,150000,内蒙古自治区,150700,呼伦贝尔市,150723,鄂伦春旗
WTX_CH101081006,150000,内蒙古自治区,150700,呼伦贝尔市,150724,鄂温克旗
WTX_CH101081007,150000,内蒙古自治区,150700,呼伦贝尔市,150725,陈旗
WTX_CH101081008,150000,内蒙古自治区,150700,呼伦贝尔市,150726,新左旗
WTX_CH101081009,150000,内蒙古自治区,150700,呼伦贝尔市,150727,新右旗
WTX_CH101081010,150000,内蒙古自治区,150700,呼伦贝尔市,150781,满洲里
WTX_CH101081011,150000,内蒙古自治区,150700,呼伦贝尔市,150782,牙克石
WTX_CH101081012,150000,内蒙古自治区,150700,呼伦贝尔市,150783,扎兰屯
WTX_CH101081014,150000,内蒙古自治区,150700,呼伦贝尔市,150784,额尔古纳
WTX_CH101081015,150000,内蒙古自治区,150700,呼伦贝尔市,150785,根河
WTX_CH101080811,150000,内蒙古自治区,150800,巴彦淖尔市,150800,巴彦淖尔
WTX_CH101080801,150000,内蒙古自治区,150800,巴彦淖尔市,150802,临河
WTX_CH101080802,150000,内蒙古自治区,150800,巴彦淖尔市,150821,五原
WTX_CH101080803,150000,内蒙古自治区,150800,巴彦淖尔市,150822,磴口
WTX_CH101080804,150000,内蒙古自治区,150800,巴彦淖尔市,150823,乌前旗
WTX_CH101080806,150000,内蒙古自治区,150800,巴彦淖尔市,150824,乌中旗
WTX_CH101080807,150000,内蒙古自治区,150800,巴彦淖尔市,150825,乌后旗
